data_idx,ConvID,qt_movies_mentioned,user_chrono_id,movie_UiD,rating
8276,4842,1,8276,"[6366, 1994, 6142]","[1, 1, 1]"
8277,4842,2,8277,"[1994, 6142]","[1, 1]"
8278,4842,3,8278,[6142],[1]
8279,4843,0,8279,"[3799, 4120, 1963]","[1, 1, 1]"
8280,4843,1,8280,"[4120, 1963]","[1, 1]"
8281,4843,2,8281,[1963],[1]
8282,4846,0,8282,"[541, 5746, 2610]","[1, 1, 1]"
8283,4846,1,8283,"[5746, 2610]","[1, 1]"
8284,4846,2,8284,[2610],[1]
8285,4847,0,8285,"[2662, 5878, 4095]","[1, 1, 1]"
8286,4847,1,8286,"[5878, 4095]","[1, 1]"
8287,4847,2,8287,[4095],[1]
8288,4849,0,8288,"[5627, 3811, 4155]","[1, 1, 1]"
8289,4849,1,8289,"[3811, 4155]","[1, 1]"
8290,4851,0,8290,"[417, 4823, 1338, 3034]","[1, 1, 1, 1]"
8291,4851,1,8291,"[4823, 1338, 3034]","[1, 1, 1]"
8292,4851,2,8292,"[1338, 3034]","[1, 1]"
8293,4851,3,8293,[3034],[1]
8294,4853,0,8294,"[1537, 5549, 6026]","[0, 1, 1]"
8295,4853,1,8295,"[5549, 6026]","[1, 1]"
8296,4853,2,8296,[6026],[1]
8297,4854,0,8297,[5419],[1]
8298,4856,0,8298,"[2288, 354]","[1, 1]"
8299,4856,1,8299,[354],[1]
8300,4857,0,8300,"[537, 3664]","[1, 1]"
8301,4857,1,8301,[3664],[1]
8302,4858,0,8302,"[1837, 5450, 2977, 3263]","[1, 1, 1, 1]"
8303,4858,1,8303,"[5450, 2977, 3263]","[1, 1, 1]"
8304,4858,2,8304,"[2977, 3263]","[1, 1]"
8305,4858,3,8305,[3263],[1]
8306,4859,0,8306,"[4155, 2936]","[1, 1]"
8307,4859,1,8307,[2936],[1]
8308,4862,0,8308,"[2497, 1555, 2936, 1577]","[1, 1, 1, 1]"
8309,4862,1,8309,"[1555, 2936, 1577]","[1, 1, 1]"
8310,4862,2,8310,"[2936, 1577]","[1, 1]"
8311,4862,3,8311,[1577],[1]
8312,4863,0,8312,[157],[1]
8313,4866,0,8313,[6119],[1]
8314,4867,0,8314,"[2182, 4724, 802]","[0, 1, 1]"
8315,4867,1,8315,"[4724, 802]","[1, 1]"
8316,4867,2,8316,[802],[1]
8317,4869,0,8317,"[3166, 149]","[1, 1]"
8318,4873,0,8318,"[3636, 132]","[1, 1]"
8319,4873,1,8319,[132],[1]
8320,4874,0,8320,[5461],[1]
8321,4875,0,8321,"[6482, 1082]","[1, 1]"
8322,4875,1,8322,[1082],[1]
8323,4876,0,8323,[2331],[1]
8324,4877,0,8324,"[2662, 5123, 3696, 866, 523]","[1, 1, 1, 1, 1]"
8325,4877,2,8325,"[3696, 866, 523]","[1, 1, 1]"
8326,4877,3,8326,"[866, 523]","[1, 1]"
8327,4877,4,8327,[523],[1]
8328,4878,0,8328,"[1593, 985, 1978, 2687]","[1, 1, 1, 1]"
8329,4878,1,8329,"[985, 1978, 2687]","[1, 1, 1]"
8330,4878,2,8330,"[1978, 2687]","[1, 1]"
8331,4878,3,8331,[2687],[1]
8332,4879,0,8332,"[2936, 3166, 4939]","[1, 1, 1]"
8333,4879,2,8333,[4939],[1]
8334,4884,0,8334,"[1082, 2293]","[1, 0]"
8335,4884,1,8335,[2293],[0]
8336,4888,0,8336,"[6514, 6200, 126, 2659]","[1, 1, 1, 1]"
8337,4888,1,8337,"[6200, 126, 2659]","[1, 1, 1]"
8338,4888,2,8338,"[126, 2659]","[1, 1]"
8339,4889,0,8339,"[1074, 296, 4095, 2659]","[1, 0, 1, 1]"
8340,4889,1,8340,"[296, 4095, 2659]","[0, 1, 1]"
8341,4889,2,8341,"[4095, 2659]","[1, 1]"
8342,4889,3,8342,[2659],[1]
8343,4890,0,8343,"[4095, 3636, 5442]","[1, 1, 1]"
8344,4890,1,8344,"[3636, 5442]","[1, 1]"
8345,4890,2,8345,[5442],[1]
8346,4891,0,8346,"[2080, 6545, 2004]","[1, 1, 1]"
8347,4891,1,8347,"[6545, 2004]","[1, 1]"
8348,4891,2,8348,[2004],[1]
8349,4892,0,8349,"[2373, 2936]","[1, 1]"
8350,4892,1,8350,[2936],[1]
8351,4895,0,8351,"[4677, 1600, 2689]","[1, 1, 1]"
8352,4895,1,8352,"[1600, 2689]","[1, 1]"
8353,4895,2,8353,[2689],[1]
8354,4896,0,8354,"[4939, 1223, 6133, 1084]","[1, 1, 1, 1]"
8355,4896,1,8355,"[1223, 6133, 1084]","[1, 1, 1]"
8356,4896,2,8356,"[6133, 1084]","[1, 1]"
8357,4896,3,8357,[1084],[1]
8358,4897,0,8358,"[3741, 3755]","[1, 1]"
8359,4897,1,8359,[3755],[1]
8360,4900,0,8360,"[1978, 5286, 4095, 1074]","[1, 1, 1, 1]"
8361,4900,1,8361,"[5286, 4095, 1074]","[1, 1, 1]"
8362,4900,2,8362,"[4095, 1074]","[1, 1]"
8363,4900,3,8363,[1074],[1]
8364,4902,0,8364,"[237, 3339, 5086, 3875]","[1, 1, 1, 1]"
8365,4902,2,8365,"[5086, 3875]","[1, 1]"
8366,4902,3,8366,[3875],[1]
8367,4904,0,8367,"[5205, 3283, 4157]","[1, 1, 1]"
8368,4904,1,8368,"[3283, 4157]","[1, 1]"
8369,4908,0,8369,"[4204, 2373, 2995, 2936, 2992]","[1, 1, 1, 1, 1]"
8370,4908,1,8370,"[2373, 2995, 2936, 2992]","[1, 1, 1, 1]"
8371,4908,2,8371,"[2995, 2936, 2992]","[1, 1, 1]"
8372,4908,3,8372,"[2936, 2992]","[1, 1]"
8373,4908,4,8373,[2992],[1]
8374,4910,0,8374,"[2936, 149, 1600]","[1, 1, 1]"
8375,4910,1,8375,"[149, 1600]","[1, 1]"
8376,4910,2,8376,[1600],[1]
8377,4912,0,8377,"[6482, 2288]","[1, 1]"
8378,4912,1,8378,[2288],[1]
8379,4913,0,8379,"[2023, 3558, 5570, 5540, 5005, 6039, 5211]","[1, 1, 1, 1, 1, 1, 1]"
8380,4913,1,8380,"[3558, 5570, 5540, 5005, 6039, 5211]","[1, 1, 1, 1, 1, 1]"
8381,4913,3,8381,"[5540, 5005, 6039, 5211]","[1, 1, 1, 1]"
8382,4913,4,8382,"[5005, 6039, 5211]","[1, 1, 1]"
8383,4913,5,8383,"[6039, 5211]","[1, 1]"
8384,4913,6,8384,[5211],[1]
8385,4923,0,8385,"[149, 2373]","[1, 1]"
8386,4923,1,8386,[2373],[1]
8387,4926,0,8387,"[4108, 6133, 6045]","[1, 1, 1]"
8388,4926,1,8388,"[6133, 6045]","[1, 1]"
8389,4926,2,8389,[6045],[1]
8390,4929,0,8390,"[2781, 3340, 1116]","[1, 1, 0]"
8391,4929,1,8391,"[3340, 1116]","[1, 0]"
8392,4929,2,8392,[1116],[0]
8393,4931,0,8393,"[4350, 6140, 1240, 1847]","[1, 1, 1, 1]"
8394,4931,1,8394,"[6140, 1240, 1847]","[1, 1, 1]"
8395,4931,2,8395,"[1240, 1847]","[1, 1]"
8396,4931,3,8396,[1847],[1]
8397,4932,0,8397,"[5461, 3530, 2678]","[1, 1, 0]"
8398,4932,2,8398,[2678],[0]
8399,4934,0,8399,"[6411, 541, 1577, 3903, 1691, 6552]","[1, 1, 1, 1, 1, 1]"
8400,4934,1,8400,"[541, 1577, 3903, 1691, 6552]","[1, 1, 1, 1, 1]"
8401,4934,2,8401,"[1577, 3903, 1691, 6552]","[1, 1, 1, 1]"
8402,4934,3,8402,"[3903, 1691, 6552]","[1, 1, 1]"
8403,4934,4,8403,"[1691, 6552]","[1, 1]"
8404,4934,5,8404,[6552],[1]
8405,4937,0,8405,"[6484, 6368]","[1, 1]"
8406,4938,0,8406,"[6366, 6045, 1096, 3530]","[0, 1, 1, 1]"
8407,4938,1,8407,"[6045, 1096, 3530]","[1, 1, 1]"
8408,4938,2,8408,"[1096, 3530]","[1, 1]"
8409,4938,3,8409,[3530],[1]
8410,4939,0,8410,"[1210, 4876, 2128, 3530]","[1, 1, 1, 1]"
8411,4939,1,8411,"[4876, 2128, 3530]","[1, 1, 1]"
8412,4939,2,8412,"[2128, 3530]","[1, 1]"
8413,4939,3,8413,[3530],[1]
8414,4941,0,8414,"[3194, 3811, 3166, 2689]","[1, 1, 1, 1]"
8415,4941,1,8415,"[3811, 3166, 2689]","[1, 1, 1]"
8416,4941,2,8416,"[3166, 2689]","[1, 1]"
8417,4941,3,8417,[2689],[1]
8418,4948,0,8418,"[3228, 2209, 1515, 2115, 3540, 961]","[1, 1, 1, 1, 1, 1]"
8419,4948,1,8419,"[2209, 1515, 2115, 3540, 961]","[1, 1, 1, 1, 1]"
8420,4948,2,8420,"[1515, 2115, 3540, 961]","[1, 1, 1, 1]"
8421,4948,3,8421,"[2115, 3540, 961]","[1, 1, 1]"
8422,4948,4,8422,"[3540, 961]","[1, 1]"
8423,4948,5,8423,[961],[1]
8424,4965,0,8424,"[4155, 1084, 2592, 6316]","[1, 1, 1, 1]"
8425,4965,1,8425,"[1084, 2592, 6316]","[1, 1, 1]"
8426,4965,2,8426,"[2592, 6316]","[1, 1]"
8427,4965,3,8427,[6316],[1]
8428,4966,0,8428,"[5316, 4839, 4581]","[1, 1, 1]"
8429,4966,1,8429,"[4839, 4581]","[1, 1]"
8430,4966,2,8430,[4581],[1]
8431,4976,0,8431,"[3918, 3530, 4135, 3283, 5224]","[1, 1, 1, 1, 1]"
8432,4976,1,8432,"[3530, 4135, 3283, 5224]","[1, 1, 1, 1]"
8433,4976,2,8433,"[4135, 3283, 5224]","[1, 1, 1]"
8434,4976,4,8434,[5224],[1]
8435,4979,0,8435,"[3499, 264, 935, 3863]","[1, 1, 1, 1]"
8436,4979,1,8436,"[264, 935, 3863]","[1, 1, 1]"
8437,4979,2,8437,"[935, 3863]","[1, 1]"
8438,4979,3,8438,[3863],[1]
8439,4980,0,8439,[1297],[1]
8440,4981,0,8440,"[1084, 3811, 6133, 3072]","[1, 1, 1, 0]"
8441,4981,1,8441,"[3811, 6133, 3072]","[1, 1, 0]"
8442,4981,2,8442,"[6133, 3072]","[1, 0]"
8443,4981,3,8443,[3072],[0]
8444,4982,0,8444,"[1837, 6077]","[1, 1]"
8445,4982,1,8445,[6077],[1]
8446,4983,0,8446,"[6099, 1925, 1112, 677]","[1, 1, 1, 1]"
8447,4983,1,8447,"[1925, 1112, 677]","[1, 1, 1]"
8448,4983,2,8448,"[1112, 677]","[1, 1]"
8449,4983,3,8449,[677],[1]
8450,4984,0,8450,"[5408, 2003, 2288]","[1, 1, 1]"
8451,4984,1,8451,"[2003, 2288]","[1, 1]"
8452,4984,2,8452,[2288],[1]
8453,4985,0,8453,"[5868, 6484, 6368, 2472, 6199]","[1, 1, 1, 0, 0]"
8454,4985,1,8454,"[6484, 6368, 2472, 6199]","[1, 1, 0, 0]"
8455,4985,2,8455,"[6368, 2472, 6199]","[1, 0, 0]"
8456,4985,3,8456,"[2472, 6199]","[0, 0]"
8457,4985,4,8457,[6199],[0]
8458,4986,0,8458,"[3034, 1593, 3279, 531, 541]","[1, 1, 1, 1, 1]"
8459,4986,1,8459,"[1593, 3279, 531, 541]","[1, 1, 1, 1]"
8460,4986,2,8460,"[3279, 531, 541]","[1, 1, 1]"
8461,4986,3,8461,"[531, 541]","[1, 1]"
8462,4986,4,8462,[541],[1]
8463,4987,0,8463,"[5632, 2627]","[1, 1]"
8464,4987,1,8464,[2627],[1]
8465,4989,0,8465,"[6077, 1837]","[1, 1]"
8466,4989,1,8466,[1837],[1]
8467,4991,0,8467,"[2003, 2288]","[1, 1]"
8468,4991,1,8468,[2288],[1]
8469,4992,0,8469,"[820, 2288, 2890]","[1, 1, 1]"
8470,4992,1,8470,"[2288, 2890]","[1, 1]"
8471,4992,2,8471,[2890],[1]
8472,4993,0,8472,"[417, 1837, 4731]","[1, 1, 1]"
8473,4993,1,8473,"[1837, 4731]","[1, 1]"
8474,4993,2,8474,[4731],[1]
8475,4994,0,8475,"[4135, 5449, 3764, 1593]","[1, 1, 1, 1]"
8476,4994,1,8476,"[5449, 3764, 1593]","[1, 1, 1]"
8477,4994,2,8477,"[3764, 1593]","[1, 1]"
8478,4994,3,8478,[1593],[1]
8479,4995,0,8479,"[3598, 2689, 1940, 3470]","[1, 1, 0, 1]"
8480,4995,1,8480,"[2689, 1940, 3470]","[1, 0, 1]"
8481,4995,2,8481,"[1940, 3470]","[0, 1]"
8482,4995,3,8482,[3470],[1]
8483,4996,0,8483,"[5449, 2850, 6026, 881]","[1, 1, 1, 1]"
8484,4996,1,8484,"[2850, 6026, 881]","[1, 1, 1]"
8485,4998,0,8485,"[4395, 5002]","[1, 1]"
8486,4998,1,8486,[5002],[1]
8487,4999,0,8487,"[885, 4135, 1837, 3283, 2214]","[1, 1, 1, 1, 1]"
8488,4999,1,8488,"[4135, 1837, 3283, 2214]","[1, 1, 1, 1]"
8489,4999,2,8489,"[1837, 3283, 2214]","[1, 1, 1]"
8490,4999,3,8490,"[3283, 2214]","[1, 1]"
8491,4999,4,8491,[2214],[1]
8492,5002,0,8492,[2216],[1]
8493,5004,0,8493,"[3470, 4304, 4284, 1084]","[1, 1, 1, 1]"
8494,5004,1,8494,"[4304, 4284, 1084]","[1, 1, 1]"
8495,5004,2,8495,"[4284, 1084]","[1, 1]"
8496,5004,3,8496,[1084],[1]
8497,5005,0,8497,"[5303, 4724, 3558]","[1, 1, 1]"
8498,5005,1,8498,"[4724, 3558]","[1, 1]"
8499,5005,2,8499,[3558],[1]
8500,5007,0,8500,[2689],[1]
8501,5009,0,8501,"[2741, 4821, 4331]","[1, 1, 1]"
8502,5009,1,8502,"[4821, 4331]","[1, 1]"
8503,5009,2,8503,[4331],[1]
8504,5011,0,8504,"[1542, 5549]","[1, 1]"
8505,5011,1,8505,[5549],[1]
8506,5020,0,8506,"[1156, 4821, 909, 3382]","[1, 1, 1, 1]"
8507,5020,1,8507,"[4821, 909, 3382]","[1, 1, 1]"
8508,5020,2,8508,"[909, 3382]","[1, 1]"
8509,5020,3,8509,[3382],[1]
8510,5022,0,8510,"[3699, 422, 2674]","[1, 1, 1]"
8511,5022,1,8511,"[422, 2674]","[1, 1]"
8512,5022,2,8512,[2674],[1]
8513,5023,0,8513,"[1205, 4080, 1542, 1531, 5005, 4395]","[1, 1, 1, 1, 1, 1]"
8514,5023,1,8514,"[4080, 1542, 1531, 5005, 4395]","[1, 1, 1, 1, 1]"
8515,5023,2,8515,"[1542, 1531, 5005, 4395]","[1, 1, 1, 1]"
8516,5023,4,8516,"[5005, 4395]","[1, 1]"
8517,5023,5,8517,[4395],[1]
8518,5025,0,8518,"[2284, 375, 6200]","[1, 1, 1]"
8519,5025,1,8519,"[375, 6200]","[1, 1]"
8520,5025,2,8520,[6200],[1]
8521,5027,0,8521,"[4351, 3200, 1978]","[1, 1, 1]"
8522,5027,1,8522,"[3200, 1978]","[1, 1]"
8523,5027,2,8523,[1978],[1]
8524,5031,1,8524,"[5693, 6200, 173, 198, 2643]","[1, 1, 1, 1, 1]"
8525,5031,2,8525,"[6200, 173, 198, 2643]","[1, 1, 1, 1]"
8526,5031,3,8526,"[173, 198, 2643]","[1, 1, 1]"
8527,5031,4,8527,"[198, 2643]","[1, 1]"
8528,5031,5,8528,[2643],[1]
8529,5036,0,8529,"[2003, 6437]","[1, 1]"
8530,5036,1,8530,[6437],[1]
8531,5037,0,8531,"[5845, 4108]","[1, 1]"
8532,5037,1,8532,[4108],[1]
8533,5039,0,8533,"[2940, 623, 4108]","[1, 1, 1]"
8534,5039,1,8534,"[623, 4108]","[1, 1]"
8535,5039,2,8535,[4108],[1]
8536,5040,0,8536,"[1003, 6437]","[1, 1]"
8537,5040,1,8537,[6437],[1]
8538,5041,0,8538,[1537],[1]
8539,5044,0,8539,"[1149, 2610, 3311]","[1, 1, 1]"
8540,5044,1,8540,"[2610, 3311]","[1, 1]"
8541,5044,2,8541,[3311],[1]
8542,5045,0,8542,"[3470, 5653]","[0, 1]"
8543,5045,1,8543,[5653],[1]
8544,5046,0,8544,"[3962, 5620, 5957]","[1, 1, 1]"
8545,5046,1,8545,"[5620, 5957]","[1, 1]"
8546,5046,2,8546,[5957],[1]
8547,5049,0,8547,[5270],[1]
8548,5056,0,8548,"[5043, 1131, 157, 3801]","[1, 1, 1, 1]"
8549,5056,1,8549,"[1131, 157, 3801]","[1, 1, 1]"
8550,5056,2,8550,"[157, 3801]","[1, 1]"
8551,5056,3,8551,[3801],[1]
8552,5057,0,8552,"[2547, 2004, 4233, 2751]","[1, 1, 1, 1]"
8553,5057,1,8553,"[2004, 4233, 2751]","[1, 1, 1]"
8554,5057,2,8554,"[4233, 2751]","[1, 1]"
8555,5057,3,8555,[2751],[1]
8556,5058,0,8556,"[3811, 1327]","[1, 1]"
8557,5058,1,8557,[1327],[1]
8558,5075,0,8558,"[237, 3890, 3607, 4688, 4095, 4980]","[1, 1, 1, 1, 1, 1]"
8559,5075,1,8559,"[3890, 3607, 4688, 4095, 4980]","[1, 1, 1, 1, 1]"
8560,5075,2,8560,"[3607, 4688, 4095, 4980]","[1, 1, 1, 1]"
8561,5075,3,8561,"[4688, 4095, 4980]","[1, 1, 1]"
8562,5075,4,8562,"[4095, 4980]","[1, 1]"
8563,5075,5,8563,[4980],[1]
8564,5076,0,8564,"[3607, 1654]","[1, 1]"
8565,5076,1,8565,[1654],[1]
8566,5086,0,8566,"[3558, 5316, 564, 2977, 2699]","[1, 1, 1, 1, 0]"
8567,5086,1,8567,"[5316, 564, 2977, 2699]","[1, 1, 1, 0]"
8568,5086,2,8568,"[564, 2977, 2699]","[1, 1, 0]"
8569,5086,3,8569,"[2977, 2699]","[1, 0]"
8570,5086,4,8570,[2699],[0]
8571,5091,0,8571,"[2308, 3888, 1262, 4724]","[1, 1, 1, 1]"
8572,5091,1,8572,"[3888, 1262, 4724]","[1, 1, 1]"
8573,5091,2,8573,"[1262, 4724]","[1, 1]"
8574,5091,3,8574,[4724],[1]
8575,5099,0,8575,"[3227, 3331, 5560, 5553, 2862]","[1, 1, 1, 1, 1]"
8576,5099,1,8576,"[3331, 5560, 5553, 2862]","[1, 1, 1, 1]"
8577,5099,2,8577,"[5560, 5553, 2862]","[1, 1, 1]"
8578,5099,3,8578,"[5553, 2862]","[1, 1]"
8579,5099,4,8579,[2862],[1]
8580,5100,0,8580,"[1074, 3636, 3026, 674, 237]","[1, 1, 1, 1, 1]"
8581,5100,1,8581,"[3636, 3026, 674, 237]","[1, 1, 1, 1]"
8582,5100,2,8582,"[3026, 674, 237]","[1, 1, 1]"
8583,5100,3,8583,"[674, 237]","[1, 1]"
8584,5100,4,8584,[237],[1]
8585,5104,0,8585,"[747, 6199, 480, 6165, 2417, 3529]","[1, 0, 1, 1, 1, 1]"
8586,5104,1,8586,"[6199, 480, 6165, 2417, 3529]","[0, 1, 1, 1, 1]"
8587,5104,2,8587,"[480, 6165, 2417, 3529]","[1, 1, 1, 1]"
8588,5104,3,8588,"[6165, 2417, 3529]","[1, 1, 1]"
8589,5104,4,8589,"[2417, 3529]","[1, 1]"
8590,5104,5,8590,[3529],[1]
8591,5107,0,8591,[2742],[1]
8592,5109,0,8592,"[2678, 1427, 2610, 4570, 4095]","[1, 0, 1, 1, 1]"
8593,5109,1,8593,"[1427, 2610, 4570, 4095]","[0, 1, 1, 1]"
8594,5109,2,8594,"[2610, 4570, 4095]","[1, 1, 1]"
8595,5109,3,8595,"[4570, 4095]","[1, 1]"
8596,5109,4,8596,[4095],[1]
8597,5110,0,8597,"[5478, 5005, 5346, 2977, 3530]","[1, 1, 1, 1, 1]"
8598,5110,1,8598,"[5005, 5346, 2977, 3530]","[1, 1, 1, 1]"
8599,5110,2,8599,"[5346, 2977, 3530]","[1, 1, 1]"
8600,5110,3,8600,"[2977, 3530]","[1, 1]"
8601,5114,0,8601,"[3860, 1356]","[1, 1]"
8602,5114,1,8602,[1356],[1]
8603,5119,0,8603,"[5553, 4400, 1082]","[1, 1, 1]"
8604,5119,1,8604,"[4400, 1082]","[1, 1]"
8605,5119,2,8605,[1082],[1]
8606,5129,0,8606,"[2216, 4550, 3636, 2697, 1962, 2610]","[1, 1, 1, 1, 1, 1]"
8607,5129,1,8607,"[4550, 3636, 2697, 1962, 2610]","[1, 1, 1, 1, 1]"
8608,5129,2,8608,"[3636, 2697, 1962, 2610]","[1, 1, 1, 1]"
8609,5129,3,8609,"[2697, 1962, 2610]","[1, 1, 1]"
8610,5129,4,8610,"[1962, 2610]","[1, 1]"
8611,5129,5,8611,[2610],[1]
8612,5134,1,8612,"[1641, 1003]","[1, 1]"
8613,5134,2,8613,[1003],[1]
8614,5136,0,8614,"[3636, 3090, 5992, 4961, 2610, 1962, 4643, 5442]","[1, 1, 1, 0, 1, 1, 1, 1]"
8615,5136,1,8615,"[3090, 5992, 4961, 2610, 1962, 4643, 5442]","[1, 1, 0, 1, 1, 1, 1]"
8616,5136,3,8616,"[4961, 2610, 1962, 4643, 5442]","[0, 1, 1, 1, 1]"
8617,5136,4,8617,"[2610, 1962, 4643, 5442]","[1, 1, 1, 1]"
8618,5136,6,8618,"[4643, 5442]","[1, 1]"
8619,5136,7,8619,[5442],[1]
8620,5137,0,8620,"[4135, 3159]","[1, 1]"
8621,5137,1,8621,[3159],[1]
8622,5138,0,8622,"[3636, 2610, 1962, 2930, 3223, 2191, 1074, 4091, 2991]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
8623,5138,1,8623,"[2610, 1962, 2930, 3223, 2191, 1074, 4091, 2991]","[1, 1, 1, 1, 1, 1, 1, 1]"
8624,5138,3,8624,"[2930, 3223, 2191, 1074, 4091, 2991]","[1, 1, 1, 1, 1, 1]"
8625,5138,5,8625,"[2191, 1074, 4091, 2991]","[1, 1, 1, 1]"
8626,5138,6,8626,"[1074, 4091, 2991]","[1, 1, 1]"
8627,5138,7,8627,"[4091, 2991]","[1, 1]"
8628,5138,8,8628,[2991],[1]
8629,5139,0,8629,"[2268, 4682, 4168]","[1, 1, 1]"
8630,5139,1,8630,"[4682, 4168]","[1, 1]"
8631,5139,2,8631,[4168],[1]
8632,5140,0,8632,"[3622, 3903, 4198, 1406, 5303, 2284]","[1, 1, 1, 1, 1, 1]"
8633,5140,2,8633,"[4198, 1406, 5303, 2284]","[1, 1, 1, 1]"
8634,5140,4,8634,"[5303, 2284]","[1, 1]"
8635,5140,5,8635,[2284],[1]
8636,5143,0,8636,"[1962, 588, 3636, 1074, 4643, 2517, 6443, 4073]","[1, 1, 1, 1, 1, 1, 1, 1]"
8637,5143,1,8637,"[588, 3636, 1074, 4643, 2517, 6443, 4073]","[1, 1, 1, 1, 1, 1, 1]"
8638,5143,2,8638,"[3636, 1074, 4643, 2517, 6443, 4073]","[1, 1, 1, 1, 1, 1]"
8639,5143,3,8639,"[1074, 4643, 2517, 6443, 4073]","[1, 1, 1, 1, 1]"
8640,5143,4,8640,"[4643, 2517, 6443, 4073]","[1, 1, 1, 1]"
8641,5143,5,8641,"[2517, 6443, 4073]","[1, 1, 1]"
8642,5143,6,8642,"[6443, 4073]","[1, 1]"
8643,5143,7,8643,[4073],[1]
8644,5146,0,8644,"[5346, 3558, 5571]","[1, 1, 1]"
8645,5146,1,8645,"[3558, 5571]","[1, 1]"
8646,5146,2,8646,[5571],[1]
8647,5147,0,8647,"[6183, 4556]","[1, 1]"
8648,5147,1,8648,[4556],[1]
8649,5149,0,8649,"[6200, 4155, 6462, 2678, 4400]","[1, 0, 1, 1, 0]"
8650,5149,1,8650,"[4155, 6462, 2678, 4400]","[0, 1, 1, 0]"
8651,5149,2,8651,"[6462, 2678, 4400]","[1, 1, 0]"
8652,5149,4,8652,[4400],[0]
8653,5150,0,8653,"[2980, 5442, 4205, 1962]","[1, 1, 0, 1]"
8654,5150,1,8654,"[5442, 4205, 1962]","[1, 0, 1]"
8655,5150,2,8655,"[4205, 1962]","[0, 1]"
8656,5150,3,8656,[1962],[1]
8657,5154,0,8657,"[6050, 4119]","[1, 0]"
8658,5154,1,8658,[4119],[0]
8659,5155,0,8659,"[375, 4636, 4400, 5506, 1148]","[1, 1, 0, 1, 0]"
8660,5155,1,8660,"[4636, 4400, 5506, 1148]","[1, 0, 1, 0]"
8661,5155,2,8661,"[4400, 5506, 1148]","[0, 1, 0]"
8662,5155,3,8662,"[5506, 1148]","[1, 0]"
8663,5155,4,8663,[1148],[0]
8664,5156,0,8664,"[3811, 4686, 3607]","[1, 1, 1]"
8665,5156,1,8665,"[4686, 3607]","[1, 1]"
8666,5156,2,8666,[3607],[1]
8667,5157,0,8667,"[1205, 2071, 2890, 4135, 300, 531, 6118]","[1, 0, 1, 1, 1, 1, 1]"
8668,5157,1,8668,"[2071, 2890, 4135, 300, 531, 6118]","[0, 1, 1, 1, 1, 1]"
8669,5157,2,8669,"[2890, 4135, 300, 531, 6118]","[1, 1, 1, 1, 1]"
8670,5157,3,8670,"[4135, 300, 531, 6118]","[1, 1, 1, 1]"
8671,5157,4,8671,"[300, 531, 6118]","[1, 1, 1]"
8672,5157,5,8672,"[531, 6118]","[1, 1]"
8673,5158,0,8673,"[4095, 5270, 2610, 5569, 276]","[1, 1, 1, 1, 1]"
8674,5158,1,8674,"[5270, 2610, 5569, 276]","[1, 1, 1, 1]"
8675,5158,2,8675,"[2610, 5569, 276]","[1, 1, 1]"
8676,5158,3,8676,"[5569, 276]","[1, 1]"
8677,5158,4,8677,[276],[1]
8678,5159,0,8678,"[5653, 2062, 4258, 4585]","[1, 1, 1, 1]"
8679,5159,1,8679,"[2062, 4258, 4585]","[1, 1, 1]"
8680,5159,3,8680,[4585],[1]
8681,5160,0,8681,"[6200, 4155, 1568]","[1, 1, 0]"
8682,5160,1,8682,"[4155, 1568]","[1, 0]"
8683,5160,2,8683,[1568],[0]
8684,5161,0,8684,"[2980, 2610, 4102, 4850]","[1, 1, 1, 1]"
8685,5161,1,8685,"[2610, 4102, 4850]","[1, 1, 1]"
8686,5161,2,8686,"[4102, 4850]","[1, 1]"
8687,5161,3,8687,[4850],[1]
8688,5162,0,8688,"[1223, 5627, 4052, 2719, 6204]","[1, 1, 1, 1, 1]"
8689,5162,1,8689,"[5627, 4052, 2719, 6204]","[1, 1, 1, 1]"
8690,5162,2,8690,"[4052, 2719, 6204]","[1, 1, 1]"
8691,5162,3,8691,"[2719, 6204]","[1, 1]"
8692,5164,0,8692,"[1688, 4472, 2258, 3447, 1575, 1664]","[1, 1, 1, 1, 1, 1]"
8693,5164,1,8693,"[4472, 2258, 3447, 1575, 1664]","[1, 1, 1, 1, 1]"
8694,5164,2,8694,"[2258, 3447, 1575, 1664]","[1, 1, 1, 1]"
8695,5164,4,8695,"[1575, 1664]","[1, 1]"
8696,5164,5,8696,[1664],[1]
8697,5165,0,8697,"[3228, 541, 3540, 6410]","[1, 1, 1, 1]"
8698,5165,1,8698,"[541, 3540, 6410]","[1, 1, 1]"
8699,5165,2,8699,"[3540, 6410]","[1, 1]"
8700,5165,3,8700,[6410],[1]
8701,5168,0,8701,"[6140, 4804, 2003, 3817, 5130, 4521]","[1, 1, 1, 1, 1, 1]"
8702,5168,1,8702,"[4804, 2003, 3817, 5130, 4521]","[1, 1, 1, 1, 1]"
8703,5168,2,8703,"[2003, 3817, 5130, 4521]","[1, 1, 1, 1]"
8704,5168,4,8704,"[5130, 4521]","[1, 1]"
8705,5168,5,8705,[4521],[1]
8706,5169,0,8706,"[1510, 1560, 2455, 2959]","[1, 0, 1, 1]"
8707,5169,1,8707,"[1560, 2455, 2959]","[0, 1, 1]"
8708,5169,2,8708,"[2455, 2959]","[1, 1]"
8709,5170,0,8709,"[1082, 541, 3218, 6482, 3264, 909]","[1, 1, 1, 1, 1, 1]"
