data_idx,ConvID,qt_movies_mentioned,user_chrono_id,movie_ReDOrId,rating
6528,3663,1,6528,"[2651, 5126, 1884]","[1, 1, 1]"
6529,3663,2,6529,"[5126, 1884]","[1, 1]"
6530,3663,3,6530,[1884],[1]
6531,3666,0,6531,"[4132, 427, 1158, 1613]","[1, 1, 1, 1]"
6532,3666,1,6532,"[427, 1158, 1613]","[1, 1, 1]"
6533,3666,3,6533,[1613],[1]
6534,3667,0,6534,"[5261, 2887, 3874]","[1, 1, 1]"
6535,3667,1,6535,"[2887, 3874]","[1, 1]"
6536,3667,2,6536,[3874],[1]
6537,3668,0,6537,"[5031, 6174, 2780, 475, 5476, 4828, 1213, 2682]","[1, 1, 1, 1, 1, 1, 1, 1]"
6538,3668,3,6538,"[475, 5476, 4828, 1213, 2682]","[1, 1, 1, 1, 1]"
6539,3668,5,6539,"[4828, 1213, 2682]","[1, 1, 1]"
6540,3668,6,6540,"[1213, 2682]","[1, 1]"
6541,3668,7,6541,[2682],[1]
6542,3669,0,6542,"[12, 1170, 78, 2693, 2771, 5467, 6315, 3281, 5374]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
6543,3669,2,6543,"[78, 2693, 2771, 5467, 6315, 3281, 5374]","[1, 1, 1, 1, 1, 1, 1]"
6544,3669,4,6544,"[2771, 5467, 6315, 3281, 5374]","[1, 1, 1, 1, 1]"
6545,3669,5,6545,"[5467, 6315, 3281, 5374]","[1, 1, 1, 1]"
6546,3669,7,6546,"[3281, 5374]","[1, 1]"
6547,3670,0,6547,[743],[1]
6548,3671,0,6548,"[6067, 1642, 5194, 765, 1514, 3839, 5102]","[1, 1, 1, 1, 1, 1, 1]"
6549,3671,1,6549,"[1642, 5194, 765, 1514, 3839, 5102]","[1, 1, 1, 1, 1, 1]"
6550,3671,3,6550,"[765, 1514, 3839, 5102]","[1, 1, 1, 1]"
6551,3674,0,6551,"[2558, 3640, 6310, 678]","[1, 1, 1, 1]"
6552,3674,1,6552,"[3640, 6310, 678]","[1, 1, 1]"
6553,3674,2,6553,"[6310, 678]","[1, 1]"
6554,3674,3,6554,[678],[1]
6555,3676,0,6555,"[6174, 4908, 1971, 794]","[1, 1, 1, 1]"
6556,3676,1,6556,"[4908, 1971, 794]","[1, 1, 1]"
6557,3676,2,6557,"[1971, 794]","[1, 1]"
6558,3676,3,6558,[794],[1]
6559,3687,0,6559,"[5519, 4180, 4615, 4743, 3327, 1284]","[1, 1, 1, 1, 1, 1]"
6560,3687,1,6560,"[4180, 4615, 4743, 3327, 1284]","[1, 1, 1, 1, 1]"
6561,3687,2,6561,"[4615, 4743, 3327, 1284]","[1, 1, 1, 1]"
6562,3687,4,6562,"[3327, 1284]","[1, 1]"
6563,3687,5,6563,[1284],[1]
6564,3689,0,6564,"[1191, 3092]","[1, 1]"
6565,3692,0,6565,"[1174, 636, 1021, 5386, 1078]","[0, 1, 0, 1, 1]"
6566,3692,1,6566,"[636, 1021, 5386, 1078]","[1, 0, 1, 1]"
6567,3692,2,6567,"[1021, 5386, 1078]","[0, 1, 1]"
6568,3692,3,6568,"[5386, 1078]","[1, 1]"
6569,3692,4,6569,[1078],[1]
6570,3693,0,6570,"[2534, 3578, 3940, 4572, 519, 4763, 5750]","[1, 1, 1, 1, 1, 0, 1]"
6571,3693,1,6571,"[3578, 3940, 4572, 519, 4763, 5750]","[1, 1, 1, 1, 0, 1]"
6572,3693,2,6572,"[3940, 4572, 519, 4763, 5750]","[1, 1, 1, 0, 1]"
6573,3693,4,6573,"[519, 4763, 5750]","[1, 0, 1]"
6574,3696,0,6574,"[1222, 1764, 5108, 3535, 1529, 416]","[1, 1, 1, 1, 1, 1]"
6575,3696,1,6575,"[1764, 5108, 3535, 1529, 416]","[1, 1, 1, 1, 1]"
6576,3696,2,6576,"[5108, 3535, 1529, 416]","[1, 1, 1, 1]"
6577,3696,3,6577,"[3535, 1529, 416]","[1, 1, 1]"
6578,3696,4,6578,"[1529, 416]","[1, 1]"
6579,3697,0,6579,"[71, 3452, 2050, 5833, 1284]","[1, 1, 1, 1, 1]"
6580,3697,2,6580,"[2050, 5833, 1284]","[1, 1, 1]"
6581,3697,4,6581,[1284],[1]
6582,3700,0,6582,"[1078, 5386, 475, 5476, 3713, 785]","[1, 1, 1, 1, 1, 1]"
6583,3700,1,6583,"[5386, 475, 5476, 3713, 785]","[1, 1, 1, 1, 1]"
6584,3700,2,6584,"[475, 5476, 3713, 785]","[1, 1, 1, 1]"
6585,3700,3,6585,"[5476, 3713, 785]","[1, 1, 1]"
6586,3700,4,6586,"[3713, 785]","[1, 1]"
6587,3700,5,6587,[785],[1]
6588,3701,0,6588,"[6232, 4828, 2780, 483, 6319]","[1, 1, 1, 1, 1]"
6589,3701,1,6589,"[4828, 2780, 483, 6319]","[1, 1, 1, 1]"
6590,3701,2,6590,"[2780, 483, 6319]","[1, 1, 1]"
6591,3701,3,6591,"[483, 6319]","[1, 1]"
6592,3701,4,6592,[6319],[1]
6593,3702,0,6593,"[5833, 3229, 2372]","[1, 1, 1]"
6594,3702,1,6594,"[3229, 2372]","[1, 1]"
6595,3702,2,6595,[2372],[1]
6596,3703,0,6596,"[2050, 796, 4658, 4831]","[1, 1, 1, 1]"
6597,3703,1,6597,"[796, 4658, 4831]","[1, 1, 1]"
6598,3703,2,6598,"[4658, 4831]","[1, 1]"
6599,3703,3,6599,[4831],[1]
6600,3705,0,6600,"[5467, 6348, 6315, 1951, 4639, 6310]","[1, 1, 1, 1, 1, 1]"
6601,3705,1,6601,"[6348, 6315, 1951, 4639, 6310]","[1, 1, 1, 1, 1]"
6602,3705,2,6602,"[6315, 1951, 4639, 6310]","[1, 1, 1, 1]"
6603,3705,3,6603,"[1951, 4639, 6310]","[1, 1, 1]"
6604,3705,4,6604,"[4639, 6310]","[1, 1]"
6605,3705,5,6605,[6310],[1]
6606,3706,0,6606,"[4704, 1078, 3713, 475, 5386]","[1, 1, 1, 1, 1]"
6607,3706,1,6607,"[1078, 3713, 475, 5386]","[1, 1, 1, 1]"
6608,3706,3,6608,"[475, 5386]","[1, 1]"
6609,3709,0,6609,"[5108, 1647, 2556, 6212, 2304]","[1, 1, 1, 1, 1]"
6610,3709,1,6610,"[1647, 2556, 6212, 2304]","[1, 1, 1, 1]"
6611,3709,3,6611,"[6212, 2304]","[1, 1]"
6612,3709,4,6612,[2304],[1]
6613,3712,0,6613,"[475, 3713, 2901]","[1, 1, 1]"
6614,3712,2,6614,[2901],[1]
6615,3713,0,6615,"[4176, 1560, 4383, 3173, 1589, 1627]","[1, 1, 1, 1, 1, 1]"
6616,3713,1,6616,"[1560, 4383, 3173, 1589, 1627]","[1, 1, 1, 1, 1]"
6617,3713,2,6617,"[4383, 3173, 1589, 1627]","[1, 1, 1, 1]"
6618,3713,3,6618,"[3173, 1589, 1627]","[1, 1, 1]"
6619,3713,4,6619,"[1589, 1627]","[1, 1]"
6620,3714,0,6620,"[916, 2381, 3595, 4383, 4255]","[1, 1, 1, 1, 1]"
6621,3714,2,6621,"[3595, 4383, 4255]","[1, 1, 1]"
6622,3714,3,6622,"[4383, 4255]","[1, 1]"
6623,3714,4,6623,[4255],[1]
6624,3715,0,6624,"[12, 5108, 5807, 3286, 3698, 6325]","[1, 1, 1, 1, 1, 1]"
6625,3715,1,6625,"[5108, 5807, 3286, 3698, 6325]","[1, 1, 1, 1, 1]"
6626,3715,2,6626,"[5807, 3286, 3698, 6325]","[1, 1, 1, 1]"
6627,3715,3,6627,"[3286, 3698, 6325]","[1, 1, 1]"
6628,3715,4,6628,"[3698, 6325]","[1, 1]"
6629,3715,5,6629,[6325],[1]
6630,3716,0,6630,"[2025, 3149, 475, 3713]","[1, 1, 1, 1]"
6631,3716,1,6631,"[3149, 475, 3713]","[1, 1, 1]"
6632,3716,2,6632,"[475, 3713]","[1, 1]"
6633,3717,0,6633,"[3746, 3661]","[1, 1]"
6634,3717,1,6634,[3661],[1]
6635,3718,0,6635,"[6031, 3269]","[1, 1]"
6636,3718,1,6636,[3269],[1]
6637,3720,0,6637,"[5467, 6348, 2445, 6310, 122, 6315, 1951]","[1, 1, 1, 1, 1, 1, 1]"
6638,3720,1,6638,"[6348, 2445, 6310, 122, 6315, 1951]","[1, 1, 1, 1, 1, 1]"
6639,3720,2,6639,"[2445, 6310, 122, 6315, 1951]","[1, 1, 1, 1, 1]"
6640,3720,3,6640,"[6310, 122, 6315, 1951]","[1, 1, 1, 1]"
6641,3720,4,6641,"[122, 6315, 1951]","[1, 1, 1]"
6642,3720,5,6642,"[6315, 1951]","[1, 1]"
6643,3720,6,6643,[1951],[1]
6644,3721,0,6644,"[12, 3794, 6217, 2724, 1243]","[1, 1, 1, 1, 1]"
6645,3721,1,6645,"[3794, 6217, 2724, 1243]","[1, 1, 1, 1]"
6646,3721,2,6646,"[6217, 2724, 1243]","[1, 1, 1]"
6647,3721,3,6647,"[2724, 1243]","[1, 1]"
6648,3721,4,6648,[1243],[1]
6649,3722,0,6649,"[413, 4939, 475, 4211]","[1, 1, 1, 1]"
6650,3722,1,6650,"[4939, 475, 4211]","[1, 1, 1]"
6651,3722,2,6651,"[475, 4211]","[1, 1]"
6652,3723,0,6652,"[678, 250]","[1, 1]"
6653,3723,1,6653,[250],[1]
6654,3724,0,6654,"[6315, 1951, 5467, 6348, 6310, 2219]","[1, 1, 1, 1, 1, 1]"
6655,3724,1,6655,"[1951, 5467, 6348, 6310, 2219]","[1, 1, 1, 1, 1]"
6656,3724,2,6656,"[5467, 6348, 6310, 2219]","[1, 1, 1, 1]"
6657,3724,3,6657,"[6348, 6310, 2219]","[1, 1, 1]"
6658,3724,4,6658,"[6310, 2219]","[1, 1]"
6659,3724,5,6659,[2219],[1]
6660,3726,0,6660,"[71, 3452, 3327, 5221, 4809]","[1, 1, 1, 1, 1]"
6661,3726,2,6661,"[3327, 5221, 4809]","[1, 1, 1]"
6662,3726,3,6662,"[5221, 4809]","[1, 1]"
6663,3726,4,6663,[4809],[1]
6664,3729,0,6664,"[152, 6310, 2219, 416, 1529]","[1, 1, 1, 1, 1]"
6665,3729,1,6665,"[6310, 2219, 416, 1529]","[1, 1, 1, 1]"
6666,3729,2,6666,"[2219, 416, 1529]","[1, 1, 1]"
6667,3729,3,6667,"[416, 1529]","[1, 1]"
6668,3729,4,6668,[1529],[1]
6669,3730,0,6669,"[5467, 6348, 6315, 1795, 1951, 122, 5350]","[1, 1, 1, 1, 1, 1, 1]"
6670,3730,2,6670,"[6315, 1795, 1951, 122, 5350]","[1, 1, 1, 1, 1]"
6671,3730,3,6671,"[1795, 1951, 122, 5350]","[1, 1, 1, 1]"
6672,3730,5,6672,"[122, 5350]","[1, 1]"
6673,3730,6,6673,[5350],[1]
6674,3732,0,6674,"[1971, 392, 2661, 3251, 5374, 4577]","[1, 1, 1, 1, 1, 1]"
6675,3732,1,6675,"[392, 2661, 3251, 5374, 4577]","[1, 1, 1, 1, 1]"
6676,3732,5,6676,[4577],[1]
6677,3733,0,6677,"[3595, 2738, 386, 4830]","[1, 1, 1, 1]"
6678,3733,1,6678,"[2738, 386, 4830]","[1, 1, 1]"
6679,3733,2,6679,"[386, 4830]","[1, 1]"
6680,3734,0,6680,"[2492, 5031, 6174, 2780]","[1, 1, 1, 1]"
6681,3734,1,6681,"[5031, 6174, 2780]","[1, 1, 1]"
6682,3734,3,6682,[2780],[1]
6683,3735,0,6683,"[2115, 2103, 3087]","[1, 0, 1]"
6684,3735,1,6684,"[2103, 3087]","[0, 1]"
6685,3735,2,6685,[3087],[1]
6686,3736,0,6686,"[6217, 5467, 2921, 6315, 1951]","[1, 1, 1, 1, 1]"
6687,3736,1,6687,"[5467, 2921, 6315, 1951]","[1, 1, 1, 1]"
6688,3736,2,6688,"[2921, 6315, 1951]","[1, 1, 1]"
6689,3736,3,6689,"[6315, 1951]","[1, 1]"
6690,3736,4,6690,[1951],[1]
6691,3737,0,6691,"[3874, 5261, 5525, 3221, 315, 3740]","[1, 1, 1, 1, 1, 1]"
6692,3737,1,6692,"[5261, 5525, 3221, 315, 3740]","[1, 1, 1, 1, 1]"
6693,3737,2,6693,"[5525, 3221, 315, 3740]","[1, 1, 1, 1]"
6694,3737,3,6694,"[3221, 315, 3740]","[1, 1, 1]"
6695,3737,4,6695,"[315, 3740]","[1, 1]"
6696,3737,5,6696,[3740],[1]
6697,3740,0,6697,"[4998, 2780, 5449, 2219, 1534]","[1, 1, 1, 1, 1]"
6698,3740,1,6698,"[2780, 5449, 2219, 1534]","[1, 1, 1, 1]"
6699,3740,2,6699,"[5449, 2219, 1534]","[1, 1, 1]"
6700,3740,3,6700,"[2219, 1534]","[1, 1]"
6701,3740,4,6701,[1534],[1]
6702,3741,0,6702,"[71, 3452, 3299, 6070]","[1, 1, 1, 1]"
6703,3741,2,6703,"[3299, 6070]","[1, 1]"
6704,3741,3,6704,[6070],[1]
6705,3742,0,6705,"[5108, 4383, 5212, 5244]","[1, 1, 1, 1]"
6706,3742,1,6706,"[4383, 5212, 5244]","[1, 1, 1]"
6707,3742,2,6707,"[5212, 5244]","[1, 1]"
6708,3742,3,6708,[5244],[1]
6709,3743,0,6709,"[2115, 5178, 5198, 5087]","[1, 1, 1, 1]"
6710,3743,1,6710,"[5178, 5198, 5087]","[1, 1, 1]"
6711,3743,2,6711,"[5198, 5087]","[1, 1]"
6712,3743,3,6712,[5087],[1]
6713,3747,0,6713,"[3258, 475, 4064, 3984, 1213, 5427, 2267]","[1, 1, 1, 1, 1, 1, 1]"
6714,3747,1,6714,"[475, 4064, 3984, 1213, 5427, 2267]","[1, 1, 1, 1, 1, 1]"
6715,3747,2,6715,"[4064, 3984, 1213, 5427, 2267]","[1, 1, 1, 1, 1]"
6716,3747,3,6716,"[3984, 1213, 5427, 2267]","[1, 1, 1, 1]"
6717,3747,4,6717,"[1213, 5427, 2267]","[1, 1, 1]"
6718,3747,5,6718,"[5427, 2267]","[1, 1]"
6719,3747,6,6719,[2267],[1]
6720,3748,0,6720,"[3867, 6098, 5960, 3230]","[1, 1, 1, 1]"
6721,3748,1,6721,"[6098, 5960, 3230]","[1, 1, 1]"
6722,3748,2,6722,"[5960, 3230]","[1, 1]"
6723,3748,3,6723,[3230],[1]
6724,3749,0,6724,"[916, 386, 3737, 2911]","[1, 1, 1, 1]"
6725,3749,1,6725,"[386, 3737, 2911]","[1, 1, 1]"
6726,3749,2,6726,"[3737, 2911]","[1, 1]"
6727,3749,3,6727,[2911],[1]
6728,3751,0,6728,"[3595, 3435, 4211, 870, 2242]","[1, 1, 1, 1, 1]"
6729,3751,1,6729,"[3435, 4211, 870, 2242]","[1, 1, 1, 1]"
6730,3751,3,6730,"[870, 2242]","[1, 1]"
6731,3751,4,6731,[2242],[1]
6732,3752,0,6732,"[1553, 5842, 1570, 6200]","[1, 1, 1, 1]"
6733,3752,1,6733,"[5842, 1570, 6200]","[1, 1, 1]"
6734,3752,2,6734,"[1570, 6200]","[1, 1]"
6735,3752,3,6735,[6200],[1]
6736,3753,0,6736,[5467],[0]
6737,3754,0,6737,"[1213, 475, 1971, 5449]","[1, 1, 1, 1]"
6738,3754,1,6738,"[475, 1971, 5449]","[1, 1, 1]"
6739,3754,2,6739,"[1971, 5449]","[1, 1]"
6740,3754,3,6740,[5449],[1]
6741,3756,0,6741,"[798, 894, 209, 222]","[1, 1, 1, 0]"
6742,3756,1,6742,"[894, 209, 222]","[1, 1, 0]"
6743,3756,2,6743,"[209, 222]","[1, 0]"
6744,3756,3,6744,[222],[0]
6745,3757,0,6745,"[1926, 2266, 2979, 1764]","[1, 1, 1, 1]"
6746,3757,1,6746,"[2266, 2979, 1764]","[1, 1, 1]"
6747,3757,2,6747,"[2979, 1764]","[1, 1]"
6748,3757,3,6748,[1764],[1]
6749,3759,0,6749,"[3230, 4864, 5805]","[1, 1, 1]"
6750,3759,2,6750,[5805],[1]
6751,3760,0,6751,"[5108, 2225, 3331, 4112, 2029]","[1, 1, 1, 1, 1]"
6752,3760,1,6752,"[2225, 3331, 4112, 2029]","[1, 1, 1, 1]"
6753,3760,2,6753,"[3331, 4112, 2029]","[1, 1, 1]"
6754,3760,3,6754,"[4112, 2029]","[1, 1]"
6755,3760,4,6755,[2029],[1]
6756,3763,0,6756,"[5467, 6315, 5350, 6310, 3512, 554]","[1, 1, 1, 1, 1, 1]"
6757,3763,1,6757,"[6315, 5350, 6310, 3512, 554]","[1, 1, 1, 1, 1]"
6758,3763,2,6758,"[5350, 6310, 3512, 554]","[1, 1, 1, 1]"
6759,3763,3,6759,"[6310, 3512, 554]","[1, 1, 1]"
6760,3763,4,6760,"[3512, 554]","[1, 1]"
6761,3763,5,6761,[554],[1]
6762,3766,0,6762,"[483, 2606, 4328, 1042]","[1, 1, 1, 1]"
6763,3766,1,6763,"[2606, 4328, 1042]","[1, 1, 1]"
6764,3766,3,6764,[1042],[1]
6765,3767,0,6765,"[5108, 3020]","[0, 0]"
6766,3767,1,6766,[3020],[0]
6767,3768,0,6767,"[5685, 3890, 5152, 257]","[1, 1, 1, 1]"
6768,3768,1,6768,"[3890, 5152, 257]","[1, 1, 1]"
6769,3768,2,6769,"[5152, 257]","[1, 1]"
6770,3768,3,6770,[257],[1]
6771,3770,0,6771,"[5074, 3556, 4616]","[1, 1, 1]"
6772,3770,1,6772,"[3556, 4616]","[1, 1]"
6773,3770,2,6773,[4616],[1]
6774,3771,0,6774,"[257, 1713, 3312, 320]","[1, 1, 1, 1]"
6775,3771,1,6775,"[1713, 3312, 320]","[1, 1, 1]"
6776,3771,2,6776,"[3312, 320]","[1, 1]"
6777,3771,3,6777,[320],[1]
6778,3772,0,6778,"[2304, 5108, 386, 2911, 2371, 4678]","[0, 0, 1, 1, 1, 1]"
6779,3772,1,6779,"[5108, 386, 2911, 2371, 4678]","[0, 1, 1, 1, 1]"
6780,3772,2,6780,"[386, 2911, 2371, 4678]","[1, 1, 1, 1]"
6781,3772,3,6781,"[2911, 2371, 4678]","[1, 1, 1]"
6782,3772,4,6782,"[2371, 4678]","[1, 1]"
6783,3774,0,6783,"[2851, 5964]","[1, 1]"
6784,3774,1,6784,[5964],[1]
6785,3775,0,6785,"[1772, 2052]","[1, 1]"
6786,3775,1,6786,[2052],[1]
6787,3778,0,6787,"[5595, 1284, 4397, 6098]","[1, 1, 1, 1]"
6788,3778,1,6788,"[1284, 4397, 6098]","[1, 1, 1]"
6789,3778,2,6789,"[4397, 6098]","[1, 1]"
6790,3778,3,6790,[6098],[1]
6791,3779,0,6791,[6322],[1]
6792,3780,0,6792,"[1553, 851, 5263]","[1, 1, 1]"
6793,3780,1,6793,"[851, 5263]","[1, 1]"
6794,3780,2,6794,[5263],[1]
6795,3781,0,6795,"[1570, 3031, 2728, 1803, 5397, 2381, 5929]","[1, 1, 1, 1, 1, 1, 1]"
6796,3781,1,6796,"[3031, 2728, 1803, 5397, 2381, 5929]","[1, 1, 1, 1, 1, 1]"
6797,3781,2,6797,"[2728, 1803, 5397, 2381, 5929]","[1, 1, 1, 1, 1]"
6798,3781,3,6798,"[1803, 5397, 2381, 5929]","[1, 1, 1, 1]"
6799,3781,4,6799,"[5397, 2381, 5929]","[1, 1, 1]"
6800,3781,5,6800,"[2381, 5929]","[1, 1]"
6801,3781,6,6801,[5929],[1]
6802,3783,0,6802,"[6217, 12, 5299, 217]","[1, 1, 1, 1]"
6803,3783,1,6803,"[12, 5299, 217]","[1, 1, 1]"
6804,3783,2,6804,"[5299, 217]","[1, 1]"
6805,3783,3,6805,[217],[1]
6806,3784,0,6806,"[5031, 1152, 4330, 2492]","[1, 1, 1, 1]"
6807,3784,1,6807,"[1152, 4330, 2492]","[1, 1, 1]"
6808,3784,2,6808,"[4330, 2492]","[1, 1]"
6809,3784,3,6809,[2492],[1]
6810,3785,0,6810,"[2911, 386, 5549, 1958, 2304]","[1, 1, 1, 1, 1]"
6811,3785,1,6811,"[386, 5549, 1958, 2304]","[1, 1, 1, 1]"
6812,3785,2,6812,"[5549, 1958, 2304]","[1, 1, 1]"
6813,3785,3,6813,"[1958, 2304]","[1, 1]"
6814,3785,4,6814,[2304],[1]
6815,3786,0,6815,"[1941, 1589, 371]","[1, 1, 1]"
6816,3786,1,6816,"[1589, 371]","[1, 1]"
6817,3786,2,6817,[371],[1]
6818,3787,0,6818,[1977],[1]
6819,3788,0,6819,"[4112, 6361, 2304, 4383, 504]","[1, 1, 1, 1, 1]"
6820,3788,1,6820,"[6361, 2304, 4383, 504]","[1, 1, 1, 1]"
6821,3788,2,6821,"[2304, 4383, 504]","[1, 1, 1]"
6822,3788,3,6822,"[4383, 504]","[1, 1]"
6823,3788,4,6823,[504],[1]
6824,3790,0,6824,[4809],[1]
6825,3791,0,6825,"[3173, 5108]","[1, 0]"
6826,3791,1,6826,[5108],[0]
6827,3792,0,6827,[5045],[1]
6828,3794,0,6828,"[5600, 2879]","[1, 1]"
6829,3794,1,6829,[2879],[1]
6830,3797,0,6830,"[5929, 5849]","[1, 0]"
6831,3797,1,6831,[5849],[0]
6832,3798,0,6832,"[2682, 6325, 3138, 152]","[1, 1, 1, 1]"
6833,3798,1,6833,"[6325, 3138, 152]","[1, 1, 1]"
6834,3798,2,6834,"[3138, 152]","[1, 1]"
6835,3798,3,6835,[152],[1]
6836,3801,0,6836,"[3713, 6031]","[1, 1]"
6837,3805,0,6837,"[103, 2219]","[1, 1]"
6838,3805,1,6838,[2219],[1]
6839,3806,0,6839,"[5964, 1284, 489]","[1, 1, 1]"
6840,3806,1,6840,"[1284, 489]","[1, 1]"
6841,3806,2,6841,[489],[1]
6842,3807,0,6842,"[3401, 665, 4005]","[1, 1, 1]"
6843,3807,1,6843,"[665, 4005]","[1, 1]"
6844,3807,2,6844,[4005],[1]
6845,3808,0,6845,"[3087, 937, 5600, 6031]","[1, 1, 1, 1]"
6846,3808,1,6846,"[937, 5600, 6031]","[1, 1, 1]"
6847,3808,3,6847,[6031],[1]
6848,3809,0,6848,"[2115, 5467, 1021]","[0, 1, 0]"
6849,3809,1,6849,"[5467, 1021]","[1, 0]"
6850,3809,2,6850,[1021],[0]
6851,3812,0,6851,"[152, 5284, 159]","[1, 1, 1]"
6852,3812,2,6852,[159],[1]
6853,3813,0,6853,"[3556, 4616]","[1, 1]"
6854,3815,0,6854,"[398, 678, 5508, 6310, 2219, 1583, 3794, 4577, 5415]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
6855,3815,2,6855,"[5508, 6310, 2219, 1583, 3794, 4577, 5415]","[1, 1, 1, 1, 1, 1, 1]"
6856,3815,3,6856,"[6310, 2219, 1583, 3794, 4577, 5415]","[1, 1, 1, 1, 1, 1]"
6857,3815,4,6857,"[2219, 1583, 3794, 4577, 5415]","[1, 1, 1, 1, 1]"
6858,3815,5,6858,"[1583, 3794, 4577, 5415]","[1, 1, 1, 1]"
6859,3815,6,6859,"[3794, 4577, 5415]","[1, 1, 1]"
6860,3815,7,6860,"[4577, 5415]","[1, 1]"
6861,3815,8,6861,[5415],[1]
6862,3818,0,6862,"[1284, 771, 4615, 1116]","[1, 1, 1, 1]"
6863,3818,1,6863,"[771, 4615, 1116]","[1, 1, 1]"
6864,3818,2,6864,"[4615, 1116]","[1, 1]"
6865,3818,3,6865,[1116],[1]
6866,3819,0,6866,"[1576, 1213, 5528, 413, 1078, 4828, 2635]","[1, 1, 1, 1, 1, 1, 1]"
6867,3819,1,6867,"[1213, 5528, 413, 1078, 4828, 2635]","[1, 1, 1, 1, 1, 1]"
6868,3819,2,6868,"[5528, 413, 1078, 4828, 2635]","[1, 1, 1, 1, 1]"
6869,3819,3,6869,"[413, 1078, 4828, 2635]","[1, 1, 1, 1]"
6870,3819,4,6870,"[1078, 4828, 2635]","[1, 1, 1]"
6871,3819,5,6871,"[4828, 2635]","[1, 1]"
6872,3819,6,6872,[2635],[1]
6873,3820,0,6873,"[6056, 915, 2560, 5467, 936]","[1, 1, 1, 1, 1]"
6874,3820,1,6874,"[915, 2560, 5467, 936]","[1, 1, 1, 1]"
6875,3820,2,6875,"[2560, 5467, 936]","[1, 1, 1]"
6876,3820,3,6876,"[5467, 936]","[1, 1]"
6877,3820,4,6877,[936],[1]
6878,3821,0,6878,"[4828, 967]","[1, 1]"
6879,3821,1,6879,[967],[1]
6880,3822,0,6880,"[450, 5750, 4615, 796, 4636]","[1, 1, 1, 1, 1]"
6881,3822,1,6881,"[5750, 4615, 796, 4636]","[1, 1, 1, 1]"
6882,3822,2,6882,"[4615, 796, 4636]","[1, 1, 1]"
6883,3822,3,6883,"[796, 4636]","[1, 1]"
6884,3822,4,6884,[4636],[1]
6885,3823,0,6885,"[1466, 937, 1607]","[1, 1, 1]"
6886,3823,1,6886,"[937, 1607]","[1, 1]"
6887,3823,2,6887,[1607],[1]
6888,3824,0,6888,"[1772, 5674, 2404, 5811]","[1, 1, 1, 1]"
6889,3824,1,6889,"[5674, 2404, 5811]","[1, 1, 1]"
6890,3824,2,6890,"[2404, 5811]","[1, 1]"
6891,3824,3,6891,[5811],[1]
6892,3827,0,6892,"[5750, 796]","[1, 1]"
6893,3827,1,6893,[796],[1]
6894,3828,0,6894,"[6348, 5289, 941, 600]","[1, 1, 1, 0]"
6895,3828,1,6895,"[5289, 941, 600]","[1, 1, 0]"
6896,3828,2,6896,"[941, 600]","[1, 0]"
6897,3828,3,6897,[600],[0]
6898,3829,0,6898,"[863, 6325, 6318, 152]","[1, 1, 1, 1]"
6899,3829,2,6899,"[6318, 152]","[1, 1]"
6900,3834,0,6900,"[152, 6040, 6325, 863, 4271]","[1, 1, 1, 1, 1]"
6901,3834,1,6901,"[6040, 6325, 863, 4271]","[1, 1, 1, 1]"
6902,3834,2,6902,"[6325, 863, 4271]","[1, 1, 1]"
6903,3834,3,6903,"[863, 4271]","[1, 1]"
6904,3834,4,6904,[4271],[1]
6905,3836,0,6905,"[4131, 5600, 1607]","[1, 1, 1]"
6906,3836,1,6906,"[5600, 1607]","[1, 1]"
6907,3836,2,6907,[1607],[1]
6908,3837,0,6908,"[2911, 1803, 2332, 4294, 1998, 4678, 5763, 257]","[1, 1, 1, 1, 0, 1, 1, 1]"
6909,3837,1,6909,"[1803, 2332, 4294, 1998, 4678, 5763, 257]","[1, 1, 1, 0, 1, 1, 1]"
6910,3837,2,6910,"[2332, 4294, 1998, 4678, 5763, 257]","[1, 1, 0, 1, 1, 1]"
6911,3837,3,6911,"[4294, 1998, 4678, 5763, 257]","[1, 0, 1, 1, 1]"
6912,3837,4,6912,"[1998, 4678, 5763, 257]","[0, 1, 1, 1]"
6913,3837,6,6913,"[5763, 257]","[1, 1]"
6914,3837,7,6914,[257],[1]
6915,3838,0,6915,"[1251, 5895, 2371, 3062, 560]","[1, 1, 1, 0, 1]"
6916,3838,2,6916,"[2371, 3062, 560]","[1, 0, 1]"
6917,3838,3,6917,"[3062, 560]","[0, 1]"
6918,3838,4,6918,[560],[1]
6919,3839,0,6919,"[1813, 4747, 5963, 5467, 4542, 1206]","[1, 1, 1, 0, 1, 1]"
6920,3839,1,6920,"[4747, 5963, 5467, 4542, 1206]","[1, 1, 0, 1, 1]"
6921,3839,2,6921,"[5963, 5467, 4542, 1206]","[1, 0, 1, 1]"
6922,3839,3,6922,"[5467, 4542, 1206]","[0, 1, 1]"
6923,3839,4,6923,"[4542, 1206]","[1, 1]"
6924,3839,5,6924,[1206],[1]
6925,3840,0,6925,"[3087, 5600, 3595, 1320]","[1, 1, 1, 1]"
6926,3840,2,6926,"[3595, 1320]","[1, 1]"
6927,3840,3,6927,[1320],[1]
6928,3842,0,6928,"[4568, 1021, 4546, 6314]","[1, 1, 1, 1]"
6929,3842,1,6929,"[1021, 4546, 6314]","[1, 1, 1]"
6930,3842,2,6930,"[4546, 6314]","[1, 1]"
